Profile Name,Source,Navigation Level,Referrer Url,Webpage Url,Click Utc Ts
Kertu,www,postPlay,/browse,/watch/70274141?trackId=14170286&tctx=1%2C0%2Cbccc214a-6b1b-42ef-9626-852d47a69ae5-18911188%2Ce12def10-7489-4c89-9055-fbe8333235b5_11966644X3XX1634623305073%2C%2C,2021-10-19 06:24:30
Kertu,www,playback,/watch/70274141?trackId=14170286&tctx=1%2C0%2Cbccc214a-6b1b-42ef-9626-852d47a69ae5-18911188%2Ce12def10-7489-4c89-9055-fbe8333235b5_11966644X3XX1634623305073%2C%2C,/watch/70274142?trackId=155573560,2021-10-19 06:24:30
Kertu,www,browseTitles,,/browse,2021-10-19 06:03:02
Kertu,www,playback,/browse,/watch/70274141?trackId=14170286&tctx=1%2C0%2Cbccc214a-6b1b-42ef-9626-852d47a69ae5-18911188%2Ce12def10-7489-4c89-9055-fbe8333235b5_11966644X3XX1634623305073%2C%2C,2021-10-19 06:03:02
Kertu,www,profilesGate,,/browse,2021-10-19 06:01:46
Kertu,www,browseTitles,,/browse,2021-10-19 06:01:46
Kertu,www,postPlay,/watch/70274139?trackId=155573560,/watch/70274140?trackId=155573560,2021-10-18 20:14:19
Kertu,www,playback,/watch/70274140?trackId=155573560,/watch/70274141?trackId=155573560,2021-10-18 20:14:19
Kertu,www,postPlay,/watch/70274138?trackId=155573560,/watch/70274139?trackId=155573560,2021-10-18 19:51:33
Kertu,www,playback,/watch/70274139?trackId=155573560,/watch/70274140?trackId=155573560,2021-10-18 19:51:33
Kertu,www,postPlay,/watch/70274137?trackId=155573560,/watch/70274138?trackId=155573560,2021-10-18 14:24:16
Kertu,www,playback,/watch/70274138?trackId=155573560,/watch/70274139?trackId=155573560,2021-10-18 14:24:16
Kertu,www,postPlay,/watch/70274136?trackId=155573560,/watch/70274137?trackId=155573560,2021-10-18 14:02:45
Kertu,www,playback,/watch/70274137?trackId=155573560,/watch/70274138?trackId=155573560,2021-10-18 14:02:45
Kertu,www,postPlay,/watch/70274135?trackId=14170286&tctx=2%2C1%2C51df25ee-e8c4-4fec-9929-337e5a33ba32-63138064%2Ce9ced2ef-1722-4d06-9a12-8bc61df5d0ae_227232X3XX1634553478346%2C%2C,/watch/70274136?trackId=155573560,2021-10-18 13:40:49
Kertu,www,playback,/watch/70274136?trackId=155573560,/watch/70274137?trackId=155573560,2021-10-18 13:40:49
Kertu,www,postPlay,/browse,/watch/70274135?trackId=14170286&tctx=2%2C1%2C51df25ee-e8c4-4fec-9929-337e5a33ba32-63138064%2Ce9ced2ef-1722-4d06-9a12-8bc61df5d0ae_227232X3XX1634553478346%2C%2C,2021-10-18 10:42:42
Kertu,www,playback,/watch/70274135?trackId=14170286&tctx=2%2C1%2C51df25ee-e8c4-4fec-9929-337e5a33ba32-63138064%2Ce9ced2ef-1722-4d06-9a12-8bc61df5d0ae_227232X3XX1634553478346%2C%2C,/watch/70274136?trackId=155573560,2021-10-18 10:42:42
Kertu,www,browseTitles,,/browse,2021-10-18 10:38:09
Kertu,www,playback,/browse,/watch/70274135?trackId=14170286&tctx=2%2C1%2C51df25ee-e8c4-4fec-9929-337e5a33ba32-63138064%2Ce9ced2ef-1722-4d06-9a12-8bc61df5d0ae_227232X3XX1634553478346%2C%2C,2021-10-18 10:38:09
Kertu,www,profilesGate,,/browse,2021-10-18 10:37:58
Kertu,www,browseTitles,,/browse,2021-10-18 10:37:58
Kertu,www,browseTitles,/browse?jbv=70202129,/browse,2021-10-17 19:49:46
Kertu,www,playback,/browse,/watch/70127226?trackId=253937124&tctx=8%2C0%2C6662e200-0a74-4cc6-afa9-14eceec71099-8151260%2Cddfa7b73-118f-4cdf-8e4a-874785abd56a_85839653X28X2298875X1634498350984%2C%2C,2021-10-17 19:49:46
Kertu,www,movieDetails,/browse,/browse?jbv=70202129,2021-10-17 19:22:18
Kertu,www,browseTitles,/browse?jbv=70202129,/browse,2021-10-17 19:22:18
Kertu,www,browseTitles,/browse?jbv=70127226,/browse,2021-10-17 19:22:09
Kertu,www,browseTitles,/browse,/browse?jbv=70202129,2021-10-17 19:22:09
Kertu,www,movieDetails,/browse,/browse?jbv=70127226,2021-10-17 19:22:05
Kertu,www,browseTitles,/browse?jbv=70127226,/browse,2021-10-17 19:22:05
Kertu,www,browseTitles,,/browse,2021-10-17 19:21:28
Kertu,www,browseTitles,/browse,/browse?jbv=70127226,2021-10-17 19:21:28
Kertu,iOS,postPlay,,,2021-10-17 17:07:42
Kertu,iOS,playback,,,2021-10-17 17:07:42
Kertu,iOS,playback,,,2021-10-17 17:07:40
Kertu,iOS,postPlay,,,2021-10-17 17:07:40
Kertu,iOS,profilesGate,,,2021-10-17 16:37:18
Kertu,iOS,browseTitles,,,2021-10-17 16:37:18
Kertu,iOS,profilesGate,,,2021-10-17 16:37:18
Kertu,iOS,browseTitles,,,2021-10-17 16:37:14
Kertu,iOS,browseTitles,,,2021-10-17 16:37:14
Kertu,iOS,playback,,,2021-10-17 16:37:14
Kertu,iOS,browseTitles,,,2021-10-17 12:17:05
Kertu,iOS,browseTitles,,,2021-10-17 12:17:05
Kertu,iOS,playback,,,2021-10-17 12:17:05
Kertu,iOS,profilesGate,,,2021-10-17 12:16:58
Kertu,iOS,profilesGate,,,2021-10-17 12:16:58
Kertu,iOS,browseTitles,,,2021-10-17 12:16:58
Kertu,www,postPlay,/browse,/watch/81206808?trackId=14170286&tctx=1%2C0%2Ced8fdf76-d389-41ac-870a-945571b06306-8253751%2Ce4b71c1b-e186-4c5b-a465-792cb4c47c27_92758383X3XX1634416948664%2C%2C,2021-10-16 21:01:45
Kertu,www,playback,/watch/81206808?trackId=14170286&tctx=1%2C0%2Ced8fdf76-d389-41ac-870a-945571b06306-8253751%2Ce4b71c1b-e186-4c5b-a465-792cb4c47c27_92758383X3XX1634416948664%2C%2C,/watch/81206809?trackId=155573558,2021-10-16 21:01:45
Kertu,www,browseTitles,,/browse,2021-10-16 20:42:35
Kertu,www,playback,/browse,/watch/81206808?trackId=14170286&tctx=1%2C0%2Ced8fdf76-d389-41ac-870a-945571b06306-8253751%2Ce4b71c1b-e186-4c5b-a465-792cb4c47c27_92758383X3XX1634416948664%2C%2C,2021-10-16 20:42:35
Kertu,www,profilesGate,,/browse,2021-10-16 20:42:29
Kertu,www,browseTitles,,/browse,2021-10-16 20:42:29
Kertu,www,postPlay,/watch/81206523?trackId=15035895&tctx=3%2C0%2Ce51eba86-fa0f-416a-bcea-7a59b63aaed9-316023525%2C5d5b4a9b-ce96-4fa5-a1af-4ca1701ae8fa_69750345X54XX1634327512213%2C%2C,/watch/81206615?trackId=155573558,2021-10-16 08:17:08
Kertu,www,playback,/watch/81206615?trackId=155573558,/watch/81206808?trackId=155573560,2021-10-16 08:17:08
Kertu,www,postPlay,/browse,/watch/81206523?trackId=15035895&tctx=3%2C0%2Ce51eba86-fa0f-416a-bcea-7a59b63aaed9-316023525%2C5d5b4a9b-ce96-4fa5-a1af-4ca1701ae8fa_69750345X54XX1634327512213%2C%2C,2021-10-15 20:40:48
Kertu,www,playback,/watch/81206523?trackId=15035895&tctx=3%2C0%2Ce51eba86-fa0f-416a-bcea-7a59b63aaed9-316023525%2C5d5b4a9b-ce96-4fa5-a1af-4ca1701ae8fa_69750345X54XX1634327512213%2C%2C,/watch/81206615?trackId=155573558,2021-10-15 20:40:48
Kertu,www,browseTitles,/watch/70274135?trackId=14170286&tctx=1%2C0%2Ce51eba86-fa0f-416a-bcea-7a59b63aaed9-315438338%2Cac94ccba-8005-479b-b210-bba3250bbcb3_3793947X3XX1634327154069%2C%2C,/browse,2021-10-15 19:52:17
Kertu,www,playback,/browse,/watch/81206523?trackId=15035895&tctx=3%2C0%2Ce51eba86-fa0f-416a-bcea-7a59b63aaed9-316023525%2C5d5b4a9b-ce96-4fa5-a1af-4ca1701ae8fa_69750345X54XX1634327512213%2C%2C,2021-10-15 19:52:17
Kertu,www,playback,/browse,/watch/70274135?trackId=14170286&tctx=1%2C0%2Ce51eba86-fa0f-416a-bcea-7a59b63aaed9-315438338%2Cac94ccba-8005-479b-b210-bba3250bbcb3_3793947X3XX1634327154069%2C%2C,2021-10-15 19:51:50
Kertu,www,browseTitles,/watch/70274135?trackId=14170286&tctx=1%2C0%2Ce51eba86-fa0f-416a-bcea-7a59b63aaed9-315438338%2Cac94ccba-8005-479b-b210-bba3250bbcb3_3793947X3XX1634327154069%2C%2C,/browse,2021-10-15 19:51:50
Kertu,www,browseTitles,,/browse,2021-10-15 19:46:02
Kertu,www,playback,/browse,/watch/70274135?trackId=14170286&tctx=1%2C0%2Ce51eba86-fa0f-416a-bcea-7a59b63aaed9-315438338%2Cac94ccba-8005-479b-b210-bba3250bbcb3_3793947X3XX1634327154069%2C%2C,2021-10-15 19:46:02
Kertu,www,profilesGate,,/browse,2021-10-15 19:45:53
Kertu,www,browseTitles,,/browse,2021-10-15 19:45:53
Kertu,iOS,browseTitles,,,2021-10-15 15:08:59
Kertu,iOS,browseTitles,,,2021-10-15 15:08:59
Kertu,iOS,playback,,,2021-10-15 15:08:59
Kertu,iOS,profilesGate,,,2021-10-15 15:08:53
Kertu,iOS,profilesGate,,,2021-10-15 15:08:53
Kertu,iOS,browseTitles,,,2021-10-15 15:08:53
Kertu,www,postPlay,/watch/70274133?trackId=14170286&tctx=1%2C0%2C45d91095-c02f-42d1-a938-f47cc60228b2-30798410%2C7699758f-d1ea-44d0-beaf-cfacec59936b_56981345X3XX1634242045807%2C%2C,/watch/70274134?trackId=155573560,2021-10-15 06:20:26
Kertu,www,playback,/watch/70274134?trackId=155573560,/watch/70274135?trackId=155573560,2021-10-15 06:20:26
Kertu,www,postPlay,/browse,/watch/70274133?trackId=14170286&tctx=1%2C0%2C45d91095-c02f-42d1-a938-f47cc60228b2-30798410%2C7699758f-d1ea-44d0-beaf-cfacec59936b_56981345X3XX1634242045807%2C%2C,2021-10-14 20:25:14
Kertu,www,playback,/watch/70274133?trackId=14170286&tctx=1%2C0%2C45d91095-c02f-42d1-a938-f47cc60228b2-30798410%2C7699758f-d1ea-44d0-beaf-cfacec59936b_56981345X3XX1634242045807%2C%2C,/watch/70274134?trackId=155573560,2021-10-14 20:25:14
Kertu,www,playback,/browse,/watch/70274133?trackId=14170286&tctx=1%2C0%2C45d91095-c02f-42d1-a938-f47cc60228b2-30798410%2C7699758f-d1ea-44d0-beaf-cfacec59936b_56981345X3XX1634242045807%2C%2C,2021-10-14 20:08:22
Kertu,www,browseTitles,,/browse,2021-10-14 20:08:21
Kertu,www,profilesGate,,/browse,2021-10-14 20:08:16
Kertu,www,browseTitles,,/browse,2021-10-14 20:08:16
Kertu,www,postPlay,/browse,/watch/70274132?trackId=14170286&tctx=1%2C0%2C0b6547e3-05b1-4586-a190-a7252f2184b2-28042542%2C21c8a33d-440f-4ac4-ae68-3936c0996686_42769092X3XX1634224540347%2C%2C,2021-10-14 15:36:56
Kertu,www,playback,/watch/70274132?trackId=14170286&tctx=1%2C0%2C0b6547e3-05b1-4586-a190-a7252f2184b2-28042542%2C21c8a33d-440f-4ac4-ae68-3936c0996686_42769092X3XX1634224540347%2C%2C,/watch/70274133?trackId=155573560,2021-10-14 15:36:56
Kertu,www,browseTitles,,/browse,2021-10-14 15:15:52
Kertu,www,playback,/browse,/watch/70274132?trackId=14170286&tctx=1%2C0%2C0b6547e3-05b1-4586-a190-a7252f2184b2-28042542%2C21c8a33d-440f-4ac4-ae68-3936c0996686_42769092X3XX1634224540347%2C%2C,2021-10-14 15:15:52
Kertu,www,profilesGate,,/browse,2021-10-14 15:15:41
Kertu,www,browseTitles,,/browse,2021-10-14 15:15:41
Kertu,www,postPlay,/watch/70274130?trackId=155573560,/watch/70274131?trackId=155573560,2021-10-14 10:42:49
Kertu,www,playback,/watch/70274131?trackId=155573560,/watch/70274132?trackId=155573560,2021-10-14 10:42:49
Kertu,www,playback,/watch/70274130?trackId=155573560,/watch/70274131?trackId=155573560,2021-10-14 09:44:48
Kertu,www,postPlay,/watch/70274129?trackId=14170286&tctx=1%2C0%2C0a39828d-57e2-4177-841b-89458d02e789-140175021%2C121c6aa8-ee3c-44eb-ab10-fb0d4bc685ab_23998637X3XX1634202212097%2C%2C,/watch/70274130?trackId=155573560,2021-10-14 09:44:47
Kertu,www,postPlay,/browse,/watch/70274129?trackId=14170286&tctx=1%2C0%2C0a39828d-57e2-4177-841b-89458d02e789-140175021%2C121c6aa8-ee3c-44eb-ab10-fb0d4bc685ab_23998637X3XX1634202212097%2C%2C,2021-10-14 09:23:34
Kertu,www,playback,/watch/70274129?trackId=14170286&tctx=1%2C0%2C0a39828d-57e2-4177-841b-89458d02e789-140175021%2C121c6aa8-ee3c-44eb-ab10-fb0d4bc685ab_23998637X3XX1634202212097%2C%2C,/watch/70274130?trackId=155573560,2021-10-14 09:23:34
Kertu,www,browseTitles,,/browse,2021-10-14 09:03:37
Kertu,www,playback,/browse,/watch/70274129?trackId=14170286&tctx=1%2C0%2C0a39828d-57e2-4177-841b-89458d02e789-140175021%2C121c6aa8-ee3c-44eb-ab10-fb0d4bc685ab_23998637X3XX1634202212097%2C%2C,2021-10-14 09:03:37
Kertu,www,profilesGate,,/browse,2021-10-14 09:03:33
Kertu,www,browseTitles,,/browse,2021-10-14 09:03:33
Kertu,iOS,playback,,,2021-10-14 04:57:36
Kertu,iOS,postPlay,,,2021-10-14 04:57:36
Kertu,iOS,browseTitlesGallery,,,2021-10-14 04:51:01
Kertu,iOS,playback,,,2021-10-14 04:51:01
Kertu,iOS,downloadsTab,,,2021-10-14 04:50:58
Kertu,iOS,browseTitles,,,2021-10-14 04:50:58
Kertu,iOS,browseTitles,,,2021-10-14 04:50:58
Kertu,iOS,browseTitles,,,2021-10-14 04:50:58
Kertu,iOS,browseTitles,,,2021-10-14 04:50:58
Kertu,iOS,browseTitlesGallery,,,2021-10-14 04:50:58
Kertu,iOS,browseTitles,,,2021-10-14 04:50:56
Kertu,iOS,downloadsTab,,,2021-10-14 04:50:56
Kertu,www,postPlay,/watch/70274126?trackId=14170286&tctx=1%2C0%2C1c27a487-3703-4291-b965-a462c5791f2a-2144996%2Ca3014b6c-f24e-4a9d-b257-3c99d30f60c2_11548089X3XX1634156874830%2C%2C,/watch/70274127?trackId=155573560,2021-10-13 21:00:27
Kertu,www,playback,/watch/70274127?trackId=155573560,/watch/70274128?trackId=155573560,2021-10-13 21:00:27
Kertu,www,postPlay,/browse,/watch/70274126?trackId=14170286&tctx=1%2C0%2C1c27a487-3703-4291-b965-a462c5791f2a-2144996%2Ca3014b6c-f24e-4a9d-b257-3c99d30f60c2_11548089X3XX1634156874830%2C%2C,2021-10-13 20:37:26
Kertu,www,playback,/watch/70274126?trackId=14170286&tctx=1%2C0%2C1c27a487-3703-4291-b965-a462c5791f2a-2144996%2Ca3014b6c-f24e-4a9d-b257-3c99d30f60c2_11548089X3XX1634156874830%2C%2C,/watch/70274127?trackId=155573560,2021-10-13 20:37:26
Kertu,www,browseTitles,,/browse,2021-10-13 20:28:15
Kertu,www,playback,/browse,/watch/70274126?trackId=14170286&tctx=1%2C0%2C1c27a487-3703-4291-b965-a462c5791f2a-2144996%2Ca3014b6c-f24e-4a9d-b257-3c99d30f60c2_11548089X3XX1634156874830%2C%2C,2021-10-13 20:28:15
Kertu,www,profilesGate,,/browse,2021-10-13 20:28:04
Kertu,www,browseTitles,,/browse,2021-10-13 20:28:04
Kertu,iOS,browseTitles,,,2021-10-13 17:36:28
Kertu,iOS,browseTitles,,,2021-10-13 17:36:28
Kertu,iOS,playback,,,2021-10-13 17:36:28
Kertu,iOS,profilesGate,,,2021-10-13 17:36:21
Kertu,iOS,profilesGate,,,2021-10-13 17:36:21
Kertu,iOS,browseTitles,,,2021-10-13 17:36:21
Kertu,www,postPlay,/watch/70274124?trackId=155573560,/watch/70274125?trackId=155573560,2021-10-13 11:50:58
Kertu,www,playback,/watch/70274125?trackId=155573560,/watch/70274126?trackId=155573558,2021-10-13 11:50:58
Kertu,www,postPlay,,/watch/70274124?trackId=155573560,2021-10-13 11:25:50
Kertu,www,playback,/watch/70274124?trackId=155573560,/watch/70274125?trackId=155573560,2021-10-13 11:25:50
Kertu,www,postPlay,/watch/70274122?trackId=155573560,/watch/70274123?trackId=155573560,2021-10-13 08:43:09
Kertu,www,playback,/watch/70274123?trackId=155573560,/watch/70274124?trackId=155573560,2021-10-13 08:43:09
Kertu,www,postPlay,,/watch/70274122?trackId=155573560,2021-10-13 08:21:15
Kertu,www,playback,/watch/70274122?trackId=155573560,/watch/70274123?trackId=155573560,2021-10-13 08:21:15
Kertu,www,postPlay,/watch/70153404?trackId=14170286&tctx=1%2C0%2C36eedcb3-b2b2-4043-90ec-1a8431f63d98-31725874%2Ce16f4233-c68a-44ea-bb86-be8193634c57_74292653X3XX1634073813319%2Ce16f4233-c68a-44ea-bb86-be8193634c57_ROOT%2C,/watch/70274121?trackId=155573560,2021-10-12 21:51:26
Kertu,www,playback,/watch/70274121?trackId=155573560,/watch/70274122?trackId=155573560,2021-10-12 21:51:26
Kertu,www,postPlay,/browse,/watch/70153404?trackId=14170286&tctx=1%2C0%2C36eedcb3-b2b2-4043-90ec-1a8431f63d98-31725874%2Ce16f4233-c68a-44ea-bb86-be8193634c57_74292653X3XX1634073813319%2Ce16f4233-c68a-44ea-bb86-be8193634c57_ROOT%2C,2021-10-12 21:29:21
Kertu,www,playback,/watch/70153404?trackId=14170286&tctx=1%2C0%2C36eedcb3-b2b2-4043-90ec-1a8431f63d98-31725874%2Ce16f4233-c68a-44ea-bb86-be8193634c57_74292653X3XX1634073813319%2Ce16f4233-c68a-44ea-bb86-be8193634c57_ROOT%2C,/watch/70274121?trackId=155573560,2021-10-12 21:29:21
Kertu,www,browseTitles,,/browse,2021-10-12 21:23:39
Kertu,www,playback,/browse,/watch/70153404?trackId=14170286&tctx=1%2C0%2C36eedcb3-b2b2-4043-90ec-1a8431f63d98-31725874%2Ce16f4233-c68a-44ea-bb86-be8193634c57_74292653X3XX1634073813319%2Ce16f4233-c68a-44ea-bb86-be8193634c57_ROOT%2C,2021-10-12 21:23:39
Kertu,www,profilesGate,,/browse,2021-10-12 21:23:34
