Contact Start Utc Ts,Contact End Utc Ts,Negative Survey Response Count,Survey Response Count,Language,End State,Cancel Reason,Cancel Reason Explained
2017-11-30 16:02:12,2017-11-30 16:16:50,0,1,INTL_EN,Unknown,,
