Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFCDSF-01-GAPDX1NW271H56PA8UT8KY5Y4137GU,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:443b:c5bf:c0bb:b587,Harju,2020-06-03T21:38:55.394Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:287a:abc6:b436:3e1c,Harju,2020-06-03T17:48:32.933Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:1c9:3779:f870:64d3,Harju,2020-06-03T16:34:35.404Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-06-03T15:39:59.754Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:1c9:3779:f870:64d3,Harju,2020-06-03T15:07:19.137Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-06-03T14:24:01.940Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:1c9:3779:f870:64d3,Harju,2020-06-03T13:04:29.865Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:28f9:a874:2598:f4ac,Harju,2020-06-03T12:56:24.546Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-06-03T11:49:06.580Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:1896:e087:4c59:7ee,Harju,2020-06-03T11:46:59.061Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:bdc8:90ec:1da2:efcb,Harju,2020-06-03T07:03:52.171Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:90b4:3a37:d2a4:554d,Harju,2020-06-02T16:59:17.279Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:9b8:65ff:4dcc:ca17,Harju,2020-06-02T16:50:56.390Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:51cc:264d:3442:b259,Harju,2020-06-02T13:16:42.599Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:843f:6563:b46b:192f,Harju,2020-06-02T12:21:09.733Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:41ac:96f1:e317:2013,Harju,2020-06-02T05:28:34.113Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:e050:abbc:4b81:9d79,Harju,2020-06-01T16:41:23.056Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:4189:d42d:cbb:3d16,Harju,2020-06-01T13:26:53.687Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:4017:58e3:2300:a884,Harju,2020-06-01T11:09:10.504Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:c964:2f74:a790:62cd,Harju,2020-06-01T10:20:03.525Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-06-01T09:04:54.596Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:4195:2b29:8563:3cfb,Harju,2020-06-01T09:04:50.729Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-06-01T09:02:32.360Z
NFCDSF-01-GAPDX1NW271H56PA8UT8KY5Y4137GU,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:6c61:5e87:868f:a94f,Harju,2020-05-31T20:07:17.971Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:1cb9:dedb:a3b:1880,Harju,2020-05-31T17:06:06.712Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:6184:9ec3:1959:c5ae,Harju,2020-05-31T15:14:50.179Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:f4d4:a20f:d1dc:d18,Harju,2020-05-31T12:24:03.176Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),84.50.127.40,Harju,2020-05-31T12:01:51.755Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:7c36:5890:cd37:a09b,Harju,2020-05-31T11:46:59.097Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:6c0f:5e94:4b98:c763,Harju,2020-05-31T09:56:58.980Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,37.157.110.3,Harju,2020-05-31T08:47:37.615Z
NFCDSF-01-GAPDX1NW271H56PA8UT8KY5Y4137GU,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:87d5:c880:d8ef:b31c:4f6:c700,Unknown,2020-05-31T06:46:01.242Z
NFCDSF-01-GAPDX1NW271H56PA8UT8KY5Y4137GU,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:87d5:c880:b597:4523:afd9:e28b,Unknown,2020-05-30T18:51:05.379Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:87d5:c880:4481:3b5c:f30f:aced,Unknown,2020-05-29T19:06:05.612Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:306c:f410:a2c:d4c4,Harju,2020-05-29T11:44:45.706Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:d827:3fc:b544:2a26,Harju,2020-05-29T08:33:34.563Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:ad2a:d59b:cb90:d193,Harju,2020-05-29T06:59:32.121Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:210a:d740:5370:954a,Harju,2020-05-28T15:29:23.981Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-05-28T10:26:00.510Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:392f:3909:9055:679f,Harju,2020-05-28T10:04:42.495Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-05-28T09:30:39.521Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:f4e4:683e:e033:e818,Harju,2020-05-28T08:23:45.531Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:4cf7:85bb:8e0a:ffde,Harju,2020-05-28T08:21:16.802Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:5167:859d:e2b:544f,Harju,2020-05-27T13:32:03.417Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-05-27T12:06:56.644Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:254b:c739:be71:ca8a,Harju,2020-05-27T11:47:31.024Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:5167:859d:e2b:544f,Harju,2020-05-27T07:26:58.680Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-05-27T06:17:27.076Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:89c6:b893:ed44:2cb1,Harju,2020-05-27T05:26:13.947Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:996:bce4:5ba0:5a69,Harju,2020-05-26T17:29:06.470Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:7cdc:fe1c:ba92:e497,Harju,2020-05-26T12:49:51.719Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:c0f7:7cb8:2722:2f0f,Harju,2020-05-26T10:23:23.706Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-05-26T10:18:07.681Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:7d01:2b89:f991:2e5b,Harju,2020-05-26T09:18:12.690Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:55e5:4d83:db01:6efb,Harju,2020-05-26T07:47:37.523Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-05-26T07:32:36.164Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:55e5:4d83:db01:6efb,Harju,2020-05-26T07:32:30.808Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:447a:7430:82ed:1956,Harju,2020-05-25T18:01:32.418Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:b9fa:947f:1a46:905e,Harju,2020-05-25T17:52:44.823Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:3146:8a19:7b34:f267,Harju,2020-05-25T14:09:11.059Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:c0b0:20b9:cd50:8bdb,Harju,2020-05-25T11:57:42.096Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-05-25T09:57:00.092Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:d094:d83c:dc24:95a1,Harju,2020-05-25T09:47:05.326Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-05-25T09:34:48.308Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:209b:de04:f32c:d5ce,Harju,2020-05-25T06:33:50.523Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:8005:a72a:460:ca8f,Harju,2020-05-24T17:06:38.685Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:24e4:327a:563:c31a,Harju,2020-05-24T16:48:59.076Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:18c0:1c5a:8e74:8628,Harju,2020-05-24T11:25:42.499Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:5495:8153:662a:a0e0,Harju,2020-05-24T09:40:37.197Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:e117:3508:5222:f575,Harju,2020-05-24T09:24:33.361Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:f479:2b3:d0e9:3943,Harju,2020-05-24T07:43:40.495Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:c895:51a9:95db:baec,Harju,2020-05-24T06:29:21.104Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:b132:be67:e5bb:bccf,Harju,2020-05-23T19:43:38.207Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:183c:f25f:9634:7e6d,Harju,2020-05-23T18:45:14.669Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-05-23T18:41:13.593Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:a1da:164b:7ed9:49e2,Harju,2020-05-23T13:46:01.178Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:cee:35a0:bf6:6c46,Harju,2020-05-23T06:08:02.143Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:3170:7700:bc4a:a481,Harju,2020-05-22T19:20:17.367Z
NFCDSF-01-GAPDX1NW271H56PA8UT8KY5Y4137GU,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:438:4409:cdea:94a1,Harju,2020-05-22T19:11:24.640Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:d6:cdc1:9009:89d9,Harju,2020-05-22T15:07:05.664Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-05-22T10:21:27.311Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:89e9:cac0:7dc5:dfa,Harju,2020-05-22T06:39:14.413Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:1408:548a:8b53:915e,Harju,2020-05-22T05:39:20.587Z
NFCDSF-01-GAPDX1NW271H56PA8UT8KY5Y4137GU,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:5cb0:c477:3311:257c,Harju,2020-05-21T21:32:15.632Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:a1f8:c81e:5982:8800,Harju,2020-05-21T19:00:38.747Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:1408:548a:8b53:915e,Harju,2020-05-21T18:54:10.021Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:8d82:56d6:93d7:aaf7,Harju,2020-05-21T18:01:32.244Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:48ea:c5db:ea76:577e,Harju,2020-05-21T17:55:05.835Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:e0f6:8f1c:ac5e:a5e1,Harju,2020-05-21T17:11:03.843Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:cd03:abb1:9a35:d3ed,Harju,2020-05-21T15:07:41.477Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:b107:552:8124:8508,Harju,2020-05-21T10:56:58.517Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:7d36:9387:4888:738f,Harju,2020-05-21T09:17:50.323Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:e822:5362:35c:e6c4,Harju,2020-05-21T04:55:28.884Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:9063:c8b5:7a9c:ad1,Harju,2020-05-20T19:14:25.281Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:5440:34d:4e41:2a58,Harju,2020-05-20T18:33:56.376Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-05-20T18:17:03.699Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:2dc2:5cd6:499f:7f8b,Harju,2020-05-20T10:45:00.320Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:ed59:38e6:3503:b0eb,Harju,2020-05-20T07:32:48.095Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,84.50.127.40,Harju,2020-05-19T15:10:19.726Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:c879:3c3a:e449:706d,Harju,2020-05-19T14:36:57.480Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:6c1a:d9e2:e337:fb81,Harju,2020-05-19T10:02:50.473Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8409:2480:44ae:d2e6:12d5:96c4,Harju,2020-05-19T09:10:12.042Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-05-18T19:10:05.744Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8409:2480:85bc:4a7c:a780:f2d8,Harju,2020-05-18T18:33:14.999Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:55eb:8c8e:265e:b657,Harju,2020-05-18T18:10:13.217Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8409:2480:ecf7:13af:7010:1185,Harju,2020-05-18T17:43:00.015Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.127.40,Harju,2020-05-18T17:28:31.357Z
