Profile Name,Country Iso Code,Device,Is Kids,Query Typed,Displayed Name,Action,Section,Utc Timestamp
Kertu,UY,iPhone,0,stra,stranger things,play,video_info,2018-01-15 20:44:04
Kertu,UY,iPhone,0,stra,stranger things,view_video_info,title_results,2018-01-15 20:43:11
Kertu,UY,Laptop/Desktop,0,stra,stranger things,play,title_results,2017-12-30 04:48:12
Kertu,UY,iPhone,0,grey's anatomy,grey's anatomy,view_video_info,title_results,2017-12-25 21:33:28
Kertu,UY,Laptop/Desktop,0,grey,grey's anatomy,play,title_results,2017-12-23 16:19:13
Kertu,UY,Laptop/Desktop,0,spy,spy kids 2: the island of lost dreams,play,title_results,2017-12-21 02:27:01
Kertu,UY,Laptop/Desktop,0,spy,spy kids: all the time in the world,play,title_results,2017-12-17 20:12:10
Kertu,UY,Laptop/Desktop,0,z,zapped,play,title_results,2017-12-01 19:17:05
Kertu,UY,Laptop/Desktop,0,rad,radio rebel,play,title_results,2017-12-01 00:40:02
Kertu,UY,Laptop/Desktop,0,harry potter,harry potter and the prisoner of azkaban,view_suggestion_info,suggestion_results,2017-11-17 00:20:59
Kertu,UY,Laptop/Desktop,0,harry potter,harry potter and the deathly hallows: part 1,view_suggestion_info,suggestion_results,2017-11-17 00:20:53
Kertu,UY,Laptop/Desktop,0,narnia1,"the chronicles of narnia: the lion, the witch & the wardrobe",play,title_results,2017-10-18 15:28:49
Kertu,UY,Laptop/Desktop,0,s,shrek 2,view_video_info,title_results,2017-10-17 18:14:36
Kertu,UY,Laptop/Desktop,0,s,shrek 2,play,video_info,2017-10-17 17:53:06
Kertu,UY,Laptop/Desktop,0,s,shrek 2,view_video_info,title_results,2017-10-17 17:53:02
Kertu,UY,Laptop/Desktop,0,s,shrek,play,title_results,2017-10-17 15:52:15
Kertu,UY,Laptop/Desktop,0,ma,maleficent,play,title_results,2017-10-16 23:40:39
Kertu,UY,Laptop/Desktop,0,harry po,maleficent,play,title_results,2017-10-16 22:11:08
Kertu,UY,Laptop/Desktop,0,percy jackson: sea of mo ,sister act,play,video_info,2017-10-07 23:55:55
Kertu,UY,Laptop/Desktop,0,percy jackson: sea of mo ,suburra: blood on rome,play,title_results,2017-10-07 23:54:26
Kertu,UY,Laptop/Desktop,0,percy jackson: sea of mo ,friends,view_video_info,title_results,2017-10-07 23:54:26
Kertu,UY,Laptop/Desktop,0,percy jackson: sea of monsters,friends,view_video_info,title_results,2017-10-07 23:53:50
Kertu,UY,Laptop/Desktop,0,percy jackson: sea of monsters,suburra: blood on rome,play,title_results,2017-10-07 23:53:50
Kertu,UY,Laptop/Desktop,0,p,percy jackson & the olympians: the lightning thief,play,title_results,2017-10-07 01:38:36
Kertu,UY,Laptop/Desktop,0,pitch perfect 1,pitch perfect 2,play,title_results,2017-09-30 02:17:58
Kertu,UY,Laptop/Desktop,0,bfg,the incredibles,play,title_results,2017-09-11 23:44:14
Kertu,US,iPhone,0,grey',-1,play,title_results,2017-08-09 10:26:43
Kertu,US,iPhone,0,grey',-1,play,video_info,2017-08-09 10:26:35
Kertu,US,iPhone,0,grey',grey's anatomy,view_video_info,title_results,2017-08-09 10:26:25
Laura,NL,iPhone,0,creek,,play,video_info,2021-10-15 22:11:25
Laura,NL,iPhone,0,creek,,play,video_info,2021-10-15 21:39:19
Laura,NL,iPhone,0,creek,,view_video_info,suggestion_title_results,2021-10-15 21:39:12
Laura,NL,iPhone,0,se,,play,video_info,2021-09-11 22:11:30
Laura,NL,iPhone,0,se,Sex/Life,play,video_info,2021-09-11 21:45:39
Laura,NL,iPhone,0,se,Sex/Life,view_video_info,title_results,2021-09-11 21:45:31
Laura,EE,HTML 5,0,friends,Friends,view_suggestion_info,suggestion_results,2021-08-16 15:38:05
Laura,EE,iPhone,0,below,Below Deck,play,video_info,2021-06-01 11:22:21
Laura,EE,iPhone,0,below,Below Deck,view_video_info,title_results,2021-06-01 11:22:00
Laura,EE,HTML 5,0,anne,Anne with an E,play,title_results,2021-04-03 17:39:53
Laura,EE,iPhone,0,the bold ty,,play,video_info,2021-03-09 20:32:52
Laura,EE,iPhone,0,the bold ty,,view_video_info,title_results,2021-03-09 20:31:49
Laura,EE,iPhone,0,the cr,The Crown,view_video_info,title_results,2020-12-27 07:42:45
Laura,EE,iPhone,0,the playbook,The Playbook,view_video_info,title_results,2020-11-22 08:32:53
Laura,EE,iPhone,0,emily,Emily in Paris,play,video_info,2020-10-03 21:02:27
Laura,EE,iPhone,0,emily,Emily in Paris,view_video_info,title_results,2020-10-03 21:02:13
Laura,EE,iPhone,0,the social,The Social Dilemma,play,video_info,2020-09-18 19:25:40
Laura,EE,iPhone,0,the social,The Social Dilemma,view_video_info,title_results,2020-09-18 19:25:38
Laura,EE,iPhone,0,suits,Suits,view_video_info,title_results,2020-09-02 09:55:21
Laura,EE,iPhone,0,house of car,House of Cards,play,video_info,2020-08-17 19:13:24
Laura,EE,iPhone,0,house of car,House of Cards,view_video_info,title_results,2020-08-17 19:13:00
Laura,EE,iPhone,0,real house,The Real Housewives of New York City,play,video_info,2020-06-14 13:05:35
Laura,EE,iPhone,0,real house,The Real Housewives of New York City,view_video_info,title_results,2020-06-14 13:05:32
Laura,EE,iPhone,0,real house,Keeping Up with the Kardashians,view_video_info,title_results,2020-06-14 13:05:12
Laura,PT,HTML 5,0,dirty mone,Rotten,view_video_info,title_results,2019-12-18 20:54:20
Laura,PT,HTML 5,0,dirty mone,The Big Short,view_video_info,title_results,2019-12-18 20:52:37
Laura,PT,HTML 5,0,dirty mone,Dirty Money,play,video_info,2019-12-18 20:49:54
Laura,PT,HTML 5,0,dirty mone,Dirty Money,view_video_info,title_results,2019-12-18 20:49:38
Laura,PT,HTML 5,0,dirty mone,Dirty Money,play,title_results,2019-12-18 20:49:28
Laura,PT,HTML 5,0,strong,The Redeemed and the Dominant: Fittest on Earth,view_video_info,title_results,2019-12-15 15:10:09
Laura,PT,HTML 5,0,the great ha,The Great Hack,play,title_results,2019-12-15 13:15:53
Laura,PT,HTML 5,0,not,Notting Hill,play,title_results,2019-11-23 18:34:55
Laura,PT,HTML 5,0,crown,The Crown,view_video_info,title_results,2019-11-10 19:27:09
Laura,PT,HTML 5,0,crown,The Crown,play,title_results,2019-11-10 19:26:56
Laura,PT,HTML 5,0,sex and the city 1,Sex and the City 2,play,title_results,2019-10-19 21:49:03
Laura,PT,HTML 5,0,twilight,Burlesque,play,title_results,2019-10-19 20:04:00
Laura,PT,iPhone,0,friends,Friends,play,video_info,2019-09-09 17:26:36
Laura,PT,iPhone,0,friends,Friends,view_video_info,title_results,2019-09-09 17:26:33
Laura,EE,iPhone,0,black ,Black Mirror,view_video_info,title_results,2019-08-28 06:19:24
Laura,EE,iPhone,0,black,Black Mirror: Bandersnatch,view_video_info,title_results,2019-08-28 06:19:06
Laura,LV,HTML 5,0,icarus,Icarus,play,video_info,2019-05-24 08:10:00
Laura,LV,HTML 5,0,icarus,Icarus,view_video_info,title_results,2019-05-24 08:09:54
Laura,LV,iPhone,0,homec,HOMECOMING: A film by Beyoncé,view_video_info,title_results,2019-04-18 08:43:50
Laura,LV,HTML 5,0,grow,Amy Schumer Growing,play,title_results,2019-04-05 08:11:07
Laura,LV,HTML 5,0,christmas,A Christmas Prince: The Royal Wedding,play,title_results,2018-12-19 08:29:25
Laura,LV,iPhone,0,friends,Friends,play,video_info,2018-11-25 19:25:05
Laura,LV,iPhone,0,friends,Friends,view_video_info,title_results,2018-11-25 19:25:04
Laura,EE,iPhone,0,godfather,The Godfather,view_video_info,title_results,2018-11-25 07:30:42
Laura,EE,HTML 5,0,godfather,The Godfather,view_video_info,title_results,2018-11-25 05:51:33
Laura,EE,HTML 5,0,godfather,The Godfather,play,title_results,2018-11-25 05:51:16
Laura,LV,HTML 5,0,godfather,The Godfather,play,video_info,2018-11-23 14:28:31
Laura,LV,HTML 5,0,godfather,The Godfather,view_video_info,title_results,2018-11-23 14:28:26
Laura,LV,HTML 5,0,godfather,The Godfather,play,title_results,2018-11-23 14:28:11
Laura,LV,HTML 5,0,harry potter,Dynasty,play,title_results,2018-11-07 16:15:13
Laura,LV,HTML 5,0,scandal,How to Get Away With Murder,view_video_info,title_results,2018-10-25 04:42:18
Laura,LV,HTML 5,0,scandal,Designated Survivor,view_video_info,title_results,2018-10-25 04:42:10
Laura,LV,HTML 5,0,scandal,Dynasty,view_video_info,title_results,2018-10-25 04:41:52
Laura,LV,,0,jigsaw,Daniel Sloss: Live Shows,play,title_results,2018-10-01 14:07:41
Laura,LV,HTML 5,0,shark tank,friends,play,title_results,2018-08-27 08:22:25
Laura,EE,HTML 5,0,designated,the blacklist,view_video_info,title_results,2018-06-01 07:02:30
Laura,EE,HTML 5,0,designated,house of cards,view_video_info,title_results,2018-06-01 07:02:29
Laura,EE,HTML 5,0,designated,designated survivor,view_video_info,title_results,2018-06-01 07:02:14
Laura,LV,HTML 5,0,friends,friends,play,video_info,2018-05-08 18:14:45
Laura,LV,HTML 5,0,friends,friends,view_video_info,title_results,2018-05-08 18:14:38
Laura,LV,HTML 5,0,food,"fat, sick & nearly dead",play,title_results,2018-04-21 18:43:56
Laura,FR,HTML 5,0,moulin rouge,moulin rouge,view_suggestion_info,suggestion_results,2018-04-06 19:48:05
Laura,FR,HTML 5,0,phantom of opera,the phantom of the opera at the royal albert hall,view_suggestion_info,suggestion_results,2018-04-05 18:02:24
Laura,FR,HTML 5,0,phantom of opera,the phantom of the opera,view_suggestion_info,suggestion_results,2018-04-05 18:02:14
Laura,FR,HTML 5,0,phantom of ,the phantom of the opera,view_suggestion_info,suggestion_results,2018-04-05 18:02:03
Laura,--,HTML 5,0,suit,suits,view_video_info,title_results,2018-03-29 06:36:56
Laura,LV,HTML 5,0,designa,designated survivor,view_video_info,title_results,2018-03-29 06:04:00
Laura,LV,iPhone,0,fri,friends,play,video_info,2018-02-19 17:03:22
Laura,LV,iPhone,0,fri,friends,view_video_info,title_results,2018-02-19 17:03:17
Laura,EE,Laptop/Desktop,0,charlie ,charlie and the chocolate factory,play,title_results,2017-12-27 15:53:40
Laura,LV,Laptop/Desktop,0,harry potter,harry potter and the order of the phoenix,view_suggestion_info,suggestion_results,2017-12-14 20:02:45
Laura,LV,Laptop/Desktop,0,harry potter,harry potter and the deathly hallows: part 1,view_suggestion_info,suggestion_results,2017-12-14 20:02:40
Laura,LV,Laptop/Desktop,0,harry potter,harry potter and the prisoner of azkaban,view_suggestion_info,suggestion_results,2017-12-14 20:02:35
Laura,LV,Laptop/Desktop,0,harry potter,harry potter and the deathly hallows: part 1,view_suggestion_info,suggestion_results,2017-12-14 20:02:24
Laura,LV,Laptop/Desktop,0,dinasty,dynasty,play,video_info,2017-12-14 14:23:29
Laura,LV,Laptop/Desktop,0,dinasty,dynasty,view_video_info,title_results,2017-12-14 14:23:24
Laura,LV,Laptop/Desktop,0,des,designated survivor,view_video_info,title_results,2017-11-17 07:35:12
Laura,ES,Laptop/Desktop,0,gossip girl,friends,play,suggestion_title_results,2017-10-29 14:48:41
Laura,ES,Laptop/Desktop,0,gossip girl,gossip girl,view_suggestion_info,suggestion_results,2017-10-29 14:48:35
Laura,EE,Laptop/Desktop,0,go,gossip girl,play,title_results,2017-09-22 20:01:45
Laura,LV,Laptop/Desktop,0,keeping up with the kard,gossip girl,play,title_results,2017-09-21 13:37:22
Laura,EE,Laptop/Desktop,0,suits,suits,play,title_results,2017-09-16 10:38:31
Laura,LV,Laptop/Desktop,0,suits,suits,view_video_info,title_results,2017-09-13 20:27:56
Laura,LV,Laptop/Desktop,0,suits,suits,play,video_info,2017-09-13 19:55:24
Laura,LV,Laptop/Desktop,0,suits,suits,view_video_info,title_results,2017-09-13 19:55:09
Laura,LV,Laptop/Desktop,0,notthing ,-1,view_suggestion_info,suggestion_results,2017-09-10 19:23:02
Laura,LV,Laptop/Desktop,0,nothing hill,notting hill,view_suggestion_info,suggestion_results,2017-09-10 19:21:38
Laura,LV,Laptop/Desktop,0,game of thronew,game of thrones,view_suggestion_info,suggestion_results,2017-09-05 18:37:09
Laura,LV,Laptop/Desktop,0,desig,house of cards,view_video_info,title_results,2017-09-05 18:32:45
Laura,LV,Laptop/Desktop,0,desig,designated survivor,view_video_info,title_results,2017-09-05 18:32:29
Laura,LV,Laptop/Desktop,0,desig,designated survivor,play,title_results,2017-09-05 16:30:49
Laura,LV,Laptop/Desktop,0,friends,fuller house,play,video_info,2017-08-29 15:16:10
Laura,LV,Laptop/Desktop,0,friends,fuller house,view_video_info,title_results,2017-08-29 15:16:06
Laura,LV,Laptop/Desktop,0,friends,friends,view_suggestion_info,suggestion_results,2017-08-29 15:14:57
Jaanika,EE,HTML 5,0,game,The Game Changers,view_video_info,title_results,2019-11-24 11:26:08
Agur,NL,HTML 5,0,friends,Friends,play,title_results,2021-08-28 19:24:37
Agur,BE,iPad,0,sas,SAS: Rise of the Black Swan,play,video_info,2021-08-27 21:14:51
Agur,BE,iPad,0,sas,SAS: Rise of the Black Swan,view_video_info,title_results,2021-08-27 21:14:27
Agur,EE,iPad,0,silver spoon,Silver Spoon,view_video_info,title_results,2021-07-05 12:12:52
Agur,EE,HTML 5,0,kirill karo,Kirill Käro,view_suggestion_info,suggestion_results,2020-11-05 13:46:52
Agur,EE,HTML 5,0,to the lake,To the Lake,play,title_results,2020-11-05 13:44:18
Agur,EE,HTML 5,0,sudden death,Sudden Death,view_suggestion_info,suggestion_results,2020-10-02 21:04:51
Agur,EE,HTML 5,0,faud,Fauda,play,title_results,2020-07-20 18:50:12
Agur,EE,iPhone,0,trailer,Trailer Park Boys: The Movie,view_video_info,title_results,2020-06-23 17:46:14
Agur,EE,iPhone,0,trailer,Trailer Park Boys: The Animated Series,view_video_info,title_results,2020-06-23 17:45:57
Agur,EE,iPhone,0,trailer,Trailer Park Boys,view_video_info,title_results,2020-06-23 17:45:00
Agur,EE,iPhone,0,trailer,Trailer Park Boys,view_video_info,title_results,2020-06-23 17:44:41
Agur,EE,HTML 5,0,la manche,Burn Out,play,title_results,2020-05-17 17:41:58
Agur,EE,HTML 5,0,armed response,S.W.A.T.: Under Siege,play,title_results,2020-05-08 21:22:32
Agur,EE,HTML 5,0,armed response,Gridlocked,play,title_results,2020-05-08 19:18:46
